Day;New_cases;a0;a1;b1;a2;b2;a3;b3;a4;b4;a5;b5;a6;b6;a7;b7;a8;b8;a9;b9;a10;b10;a11;b11;a12;b12;a13;b13;a14;b14;a15;b15;a16;b16;a17;b17;a18;b18;a19;b19;a20;b20
91;325;1.0;0.7086266782644597;0.7055836101071777;0.004303538296244289;0.9999907397361901;-0.7025274741691567;0.711656622281775;-0.9999629591162655;0.008606996888688698;-0.7146733860429612;-0.6994583270516469;-0.012910296075009731;-0.9999166586547379;0.6963762255968721;-0.7176769136759621;0.9998518392091162;-0.01721335615583528;0.7206671495538618;0.6932812268869768;0.021516097436222723;0.9997685019798909;-0.6901733882429719;0.7236440382959124;-0.9996666485105111;0.025818440227134216;-0.7266075247685662;-0.6870527672236664;-0.030120304846908606;-0.9995462806873573;0.6839194216246094;-0.7295575540864887;0.9994074007397047;-0.03442161162274694;0.7324940716135794;0.6807734094770157;0.0387222808921765;0.9992500112396834;-0.6776147890466878;0.7354170229639866;-0.99907411510223;0.04302223300453152
98;677;1.0;0.6648553979642865;0.7469720876965552;-0.11593459959550041;0.9932568492674143;-0.8190148866680798;0.5737722679043249;-0.973118337233262;-0.23030567023061196;-0.4749510720670502;-0.8800122039735356;0.34157076916785517;-0.9398560579418956;0.929141411403174;-0.369724542890674;0.8939185965192572;0.4482293417404102;0.2595117970697999;0.9657399376548549;-0.5488429582847194;0.8359254794186368;-0.9893142039703662;0.14579919691987578;-0.7666588193001597;-0.642054713236563;-0.030120304846908606;-0.9995462806873573;0.7266075247685643;-0.6870527672236684;0.9962981749346079;0.08596479873744509;0.5981809144059171;0.801361088174676;-0.20089055513063456;0.9796136916454902;-0.865307254363206;0.5012418134457758;-0.9497178427914322;-0.3131070409358249;-0.3975428142825554;-0.9175836260593939
105;506;1.0;0.6186714032625034;0.7856498550787144;-0.23449138957040985;0.9721181966290613;-0.9088176373395029;0.41719360261231686;-0.8900275764346766;-0.455906693508459;-0.19245158197082943;-0.9813064702716094;0.6518989958787125;-0.7583058084785625;0.99907411510223;0.04302223300453067;0.5842981736283681;0.8115390590073613;-0.27609697309746956;0.9611297838723005;-0.9259247771938502;0.3777079652039639;-0.8695893893466103;-0.4937755501599784;-0.15005539834465284;-0.9886775902323404;0.6839194216246106;-0.7295575540864875;0.9962981749346077;0.08596479873744685;0.5488429582847186;0.8359254794186373;-0.3171912885891069;0.9483615800121713;-0.9413173175128475;0.33752289959411214;-0.8475409228928303;-0.5307300481619346;-0.10738134666416303;-0.994217906893952;0.7146733860429624;-0.6994583270516456
112;584;1.0;0.5702422926917871;0.8214765533024142;-0.3496474552512284;0.9368813462954315;-0.9690098257244061;0.24702218048093594;-0.7554933140726804;-0.655156357209085;0.10738134666416306;-0.994217906893952;0.8779600847008878;-0.47873384011578907;0.8939185965192572;0.4482293417404102;0.14154029521704348;0.989932495087353;-0.7324940716135787;0.6807734094770164;-0.9769384927771817;-0.2135209154397961;-0.3816892202666588;-0.9242907221930933;0.5416278206559803;-0.840618405634479;0.9994074007397047;-0.03442161162274694;0.5981809144059171;0.801361088174676;-0.3171912885891052;0.9483615800121719;-0.9599326896597443;0.2802306751992168;-0.7775971469736283;-0.6287628145958327;0.07309512989807726;-0.9973249731081556;0.8609610158889934;-0.5086709438521061;0.9088176373395029;0.4171936026123169
119;498;1.0;0.5197438121555157;0.8543221697498269;-0.45973273945210397;0.8880573226294932;-0.9976303053065857;0.06880242680232052;-0.5772916165517278;-0.8165380514459157;0.39754281428255545;-0.9175836260593939;0.9905324521322226;-0.13727877211326606;0.6321034111873496;0.7748840413670399;-0.33346877891818577;0.942761143390421;-0.978740079966915;0.20510449986862025;-0.6839194216246113;-0.7295575540864868;0.2678143051621734;-0.963470548564149;0.962309077454148;-0.271958157534108;0.7324940716135805;0.6807734094770144;-0.20089055513063284;0.9796136916454905;-0.9413173175128463;0.33752289959411547;-0.7775971469736283;-0.6287628145958327;0.13301470653419198;-0.9911140639934551;0.9158642882672863;-0.40148798920597495;0.8190148866680821;0.5737722679043217;-0.06450844944931439;0.9979171608653923
126;265;1.0;0.4673592171580022;0.8840675099433636;-0.5631507242749186;0.8263541987239096;-0.9937465804361781;-0.11165900712169444;-0.3657225234972692;-0.9307239310379793;0.6518989958787125;-0.7583058084785625;0.9750645322571948;0.2219215130041654;0.2595117970697999;0.9657399376548549;-0.7324940716135787;0.6807734094770164;-0.9441875088341994;-0.32940848222452995;-0.15005539834465284;-0.9886775902323404;0.8039279618328212;-0.5947266869607635;0.9015016841318841;0.432775592550431;0.03872228089217473;0.9992500112396835;-0.865307254363206;0.5012418134457758;-0.8475409228928303;-0.5307300481619346;0.07309512989807726;-0.9973249731081556;0.9158642882672863;-0.40148798920597495;0.782980103677063;0.6220467484408673;-0.18399835165768152;0.9829265519799819;-0.9549667548552551;0.2967128192734906
133;246;1.0;0.4132786077829043;0.9106046300942162;-0.6584015846980488;0.7526668275320085;-0.9574851883550394;-0.28848243288060865;-0.13301470653419636;-0.9911140639934546;0.8475409228928308;-0.5307300481619338;0.8335557718385702;0.5524353131676191;-0.15855938510313375;0.9873494423939866;-0.9646141756912432;0.26366549272800816;-0.638749422051528;-0.7694148268839371;0.4366512319560628;-0.8996308696522439;0.9996666485105112;0.025818440227131582;0.38963044953078924;0.9209712877166341;-0.6776147890466878;0.7354170229639866;-0.9497178427914322;-0.3131070409358249;-0.10738134666416656;-0.9942179068939515;0.8609610158889934;-0.5086709438521061;0.81901488666808;0.5737722679043246;-0.18399835165767803;0.9829265519799826;-0.9711000518829495;0.23867276600595402;-0.6186714032625052;-0.7856498550787129
140;232;1.0;0.35769823883312546;0.9338372288229252;-0.7441039398713607;0.6680638642135335;-0.8900275764346766;-0.455906693508459;0.10738134666416306;-0.994217906893952;0.9668478136052775;-0.2553532951161872;0.5842981736283681;0.8115390590073613;-0.5488429582847194;0.8359254794186368;-0.9769384927771817;-0.2135209154397961;-0.15005539834465284;-0.9886775902323404;0.8695893893466108;-0.4937755501599776;0.7721565844991647;0.635432300890177;-0.3171912885891069;0.9483615800121713;-0.99907411510223;0.043022233004529745;-0.3975428142825554;-0.9175836260593939;0.7146733860429599;-0.6994583270516481;0.9088176373395029;0.4171936026123169;-0.06450844944931794;0.9979171608653921;-0.9549667548552551;0.2967128192734906;-0.6186714032625025;-0.7856498550787151;0.5123714121284229;-0.8587639582758034
147;126;1.0;0.30081980763566746;0.9536809966304456;-0.8190148866680801;0.5737722679043246;-0.7935716089521472;-0.6084768701151264;0.341570769167856;-0.9398560579418953;0.99907411510223;0.04302223300453067;0.25951179706979904;0.9657399376548551;-0.8429415373547836;0.5380051715382985;-0.7666588193001584;-0.6420547132365644;0.3816892202666597;-0.9242907221930929;0.9962981749346077;0.08596479873744685;0.21772323039653;0.9760105506323686;-0.8653072543632069;0.5012418134457742;-0.7383263540031056;-0.6744436188329463;0.42110087079609193;-0.9070138128026348;0.99167731989929;0.12874817745258135;0.1755314904214261;0.9844738167520926;-0.8860706215341396;0.46355027090284784;-0.7086266782644587;-0.7055836101071788;0.45973273945210674;-0.8880573226294918;0.9852201067560605;0.17129314418147834
154;103;1.0;0.2428497220959356;0.9700639218515071;-0.8820480249558537;0.4711595076738638;-0.6712599575675315;-0.7412220108485957;0.5560174366570446;-0.8311706263658079;0.9413173175128472;0.33752289959411297;-0.09882013873287163;0.9951053111006976;-0.9893142039703664;0.14579919691987403;-0.3816892202666588;-0.9242907221930933;0.8039279618328212;-0.5947266869607635;0.7721565844991647;0.635432300890177;-0.42889193791248426;0.9033558023246842;-0.980469160361632;-0.1966728897935766;-0.04732138832243192;-0.9988797155850336;0.9574851883550396;-0.28848243288060776;0.5123714121284243;0.8587639582758025;-0.70862667826446;0.7055836101071775;-0.8565509959010027;-0.5160623910158543;0.29260033563334803;-0.9562348265919057;0.9986668162884759;0.05161966722325473;0.19245158197083115;0.9813064702716091
161;94;1.0;0.1839983516576802;0.9829265519799822;-0.9322892131745133;0.36171373072976765;-0.5270777086423719;-0.8498170915275279;0.7383263540031063;-0.6744436188329457;0.7987793728863654;0.6016240632249219;-0.4443781781046138;0.8958392907349086;-0.9623090774541486;-0.2719581575341055;0.09025161003104046;-0.9959189961471792;0.9955213724144751;-0.09453674981720037;0.2760969730974704;0.9611297838723003;-0.8939185965192569;0.44822934174041096;-0.6050560696488483;-0.7961828637826162;0.6712599575675305;-0.7412220108485966;0.8520775211013093;0.5234156073655502;-0.35769823883312324;0.9338372288229261;-0.98370929377361;-0.17976658572556098;-0.004303538296244035;-0.9999907397361901;0.9821256058680001;-0.18822670984324638;0.36572252349727;0.930723931037979;-0.8475409228928295;0.530730048161936
168;30;1.0;0.12447926388678915;0.9922222094179323;-0.9690098257244062;0.24702218048093552;-0.3657225234972692;-0.9307239310379793;0.8779600847008883;-0.4787338401157883;0.5842981736283681;0.8115390590073613;-0.7324940716135787;0.6807734094770164;-0.7666588193001584;-0.6420547132365644;0.5416278206559817;-0.840618405634478;0.9015016841318841;0.432775592550431;-0.3171912885891069;0.9483615800121713;-0.980469160361632;-0.1966728897935766;0.07309512989807726;-0.9973249731081556;0.998666816288476;-0.051619667223252896;0.1755314904214261;0.9844738167520926;-0.9549667548552551;0.2967128192734906;-0.41327860778290343;-0.9106046300942165;0.8520775211013103;-0.5234156073655486;0.6254105729852466;0.7802958510707753;-0.6963762255968727;0.7176769136759614;-0.7987793728863638;-0.601624063224924
175;44;1.0;0.06450844944931658;0.9979171608653922;-0.99167731989929;0.12874817745258132;-0.19245158197083032;-0.9813064702716092;0.9668478136052773;-0.2553532951161881;0.3171912885891077;0.948361580012171;-0.9259247771938496;0.37770796520396555;-0.4366512319560652;-0.8996308696522427;0.8695893893466099;-0.49377555015997915;0.5488429582847216;0.8359254794186353;-0.7987793728863628;0.6016240632249255;-0.6518989958787145;-0.7583058084785609;0.7146733860429599;-0.6994583270516481;0.7441039398713634;0.6680638642135305;-0.6186714032625011;0.7856498550787162;-0.8239230057575573;-0.5667017562911132;0.5123714121284199;-0.8587639582758052;0.8900275764346781;0.45590669350845586;-0.39754281428255056;0.917583626059396;-0.9413173175128486;-0.33752289959410886;0.2760969730974619;-0.9611297838723027
182;45;1.0;0.004303538296244289;0.9999907397361901;-0.9999629591162655;0.008606996888688698;-0.012910296075009731;-0.9999166586547379;0.9998518392091162;-0.01721335615583528;0.021516097436222723;0.9997685019798909;-0.9996666485105111;0.025818440227134216;-0.030120304846908606;-0.9995462806873573;0.9994074007397047;-0.03442161162274694;0.0387222808921765;0.9992500112396834;-0.99907411510223;0.04302223300453152;-0.04732138832243192;-0.9988797155850336;0.9986668162884758;-0.05161966722325644;0.055916990100604885;0.9984354211555642;-0.9981855344718585;0.06021327736579375;-0.06450844944931965;-0.997917160865392;0.9976303053065856;-0.06880242680232226;0.07309512989807898;0.9973249731081555;-0.9970011699250148;0.07738647923346709;-0.08167639533042563;-0.9966589017541698;0.9962981749346076;-0.08596479873744857
189;46;1.0;-0.055916990100603144;0.9984354211555643;-0.9937465804361781;-0.11165900712169444;0.16705162550211913;-0.9859481499638304;0.9750645322571948;0.2219215130041654;-0.27609697309746956;0.9611297838723005;-0.9441875088341994;-0.32940848222452995;0.381689220266658;-0.9242907221930936;0.9015016841318841;0.432775592550431;-0.48250774176121886;0.8758917051442426;-0.8475409228928303;-0.5307300481619346;0.5772916165517263;-0.8165380514459167;0.782980103677063;0.6220467484408673;-0.6648553979642868;0.746972087696555;-0.7086266782644612;-0.7055836101071763;0.7441039398713598;-0.6680638642135345;0.6254105729852466;0.7802958510707753;-0.8140460935082181;0.5808002734538006;-0.5343725582809778;-0.8452490573530638;0.87380710361108;-0.48627270710869136;0.43665123195606115;0.8996308696522447
196;86;1.0;-0.11593459959550041;0.9932568492674143;-0.973118337233262;-0.23030567023061196;0.34157076916785517;-0.9398560579418956;0.8939185965192572;0.4482293417404102;-0.5488429582847194;0.8359254794186368;-0.7666588193001597;-0.642054713236563;0.7266075247685643;-0.6870527672236684;0.5981809144059171;0.801361088174676;-0.865307254363206;0.5012418134457758;-0.3975428142825554;-0.9175836260593939;0.9574851883550386;-0.28848243288061115;0.1755314904214296;0.984473816752092;-0.9981855344718585;0.06021327736579375;0.055916990100599626;-0.9984354211555645;0.9852201067560611;0.17129314418147484;-0.2843591872810016;0.958717816987297;-0.919285969718611;-0.39359027665646557;0.49751328890718016;-0.8674563547295971;0.8039279618328232;0.5947266869607607;-0.6839194216246113;0.7295575540864868
203;120;1.0;-0.1755314904214281;0.9844738167520922;-0.9383773917408642;-0.3456123126707333;0.5049610547215206;-0.8631421280499113;0.7611042586607746;0.6486295610349815;-0.7721565844991641;0.6354323008901777;-0.49002866642905885;-0.871706318709322;0.9441875088341992;-0.3294084822245308;0.15855938510313458;0.9873494423939864;-0.9998518392091162;-0.017213356155835313;0.19245158197082946;-0.9813064702716094;0.9322892131745133;0.3617137307297677;-0.5197438121555163;0.8543221697498264;-0.7498264012045676;-0.6616346182422794;0.7829801036770621;-0.6220467484408686;0.4749510720670509;0.8800122039735353;-0.9497178427914317;0.3131070409358266;-0.14154029521704256;-0.9899324950873531;0.9994074007397047;0.034421611622747005;-0.2093146459630469;0.9778483415056571;-0.9259247771938502;-0.37770796520396394
210;91;1.0;-0.23449138957040985;0.9721181966290613;-0.8900275764346766;-0.455906693508459;0.6518989958787125;-0.7583058084785625;0.5842981736283681;0.8115390590073613;-0.9259247771938502;0.3777079652039639;-0.15005539834465284;-0.9886775902323404;0.9962981749346077;0.08596479873744685;-0.3171912885891069;0.9483615800121713;-0.8475409228928303;-0.5307300481619346;0.7146733860429624;-0.6994583270516456;0.5123714121284213;0.8587639582758043;-0.9549667548552551;0.2967128192734906;-0.0645084494493161;-0.9979171608653922;0.9852201067560605;0.17129314418147834;-0.3975428142825571;0.9175836260593931;-0.7987793728863638;-0.601624063224924;0.7721565844991658;-0.6354323008901755;0.43665123195606115;0.8996308696522447;-0.9769384927771817;0.21352091543979604;0.021516097436226338;-0.9997685019798908
217;127;1.0;-0.29260033563334825;0.9562348265919057;-0.828770087174504;-0.5595892624101763;0.7775971469736266;-0.6287628145958348;0.37371971479046967;0.9275416835791963;-0.9962981749346077;0.08596479873744771;0.20931464596304777;-0.977848341505657;0.8738071036110818;0.4862727071086883;-0.72066714955386;0.6932812268869787;-0.45207220393230685;-0.8919813464595472;0.9852201067560602;-0.17129314418148003;-0.12447926388678719;0.9922222094179326;-0.912374757970728;-0.40935595881562004;0.6584015846980481;-0.7526668275320091;0.5270777086423757;0.8498170915275257;-0.9668478136052766;0.25535329511619065;0.03872228089217124;-0.9992500112396836;0.9441875088342003;0.32940848222452745;-0.5912614448635736;0.8064799463209481;-0.5981809144059207;-0.8013610881746733;0.9413173175128454;-0.33752289959411796
224;224;1.0;-0.3496474552512284;0.9368813462954315;-0.7554933140726804;-0.655156357209085;0.8779600847008878;-0.47873384011578907;0.14154029521704348;0.989932495087353;-0.9769384927771817;-0.2135209154397961;0.5416278206559803;-0.840618405634479;0.5981809144059171;0.801361088174676;-0.9599326896597443;0.2802306751992168;0.07309512989807726;-0.9973249731081556;0.9088176373395029;0.4171936026123169;-0.70862667826446;0.7055836101071775;-0.4132786077829067;-0.9106046300942151;0.9976303053065856;-0.06880242680232226;-0.2843591872810016;0.958717816987297;-0.7987793728863659;-0.6016240632249212;0.8429415373547822;-0.5380051715383007;0.2093146459630529;0.9778483415056559;-0.9893142039703664;-0.14579919691987409;0.482507741761215;-0.8758917051442447;0.6518989958787125;0.7583058084785627
231;256;1.0;-0.40542572835999724;0.9141279881853338;-0.6712599575675315;-0.7412220108485957;0.9497178427914317;-0.3131070409358266;-0.09882013873287163;0.9951053111006976;-0.8695893893466112;-0.4937755501599769;0.8039279618328212;-0.5947266869607635;0.21772323039653171;0.9760105506323683;-0.980469160361632;-0.1966728897935766;0.5772916165517263;-0.8165380514459167;0.5123714121284243;0.8587639582758025;-0.99274872245774;0.12020804489935336;0.29260033563334803;-0.9562348265919057;0.7554933140726804;0.655156357209085;-0.9051931898913975;0.42500033996955383;-0.021516097436221803;-0.9997685019798909;0.9226395488404874;0.38566340624360773;-0.7266075247685637;0.6870527672236689;-0.33346877891818905;-0.9427611433904199;0.9970011699250152;0.07738647923346098;-0.4749510720670487;0.8800122039735365
238;536;1.0;-0.45973273945210397;0.8880573226294932;-0.5772916165517278;-0.8165380514459157;0.9905324521322226;-0.13727877211326606;-0.33346877891818577;0.942761143390421;-0.6839194216246113;-0.7295575540864868;0.962309077454148;-0.271958157534108;-0.20089055513063284;0.9796136916454905;-0.7775971469736283;-0.6287628145958327;0.9158642882672863;-0.40148798920597495;-0.06450844944931439;0.9979171608653923;-0.8565509959010045;-0.5160623910158513;0.8520775211013065;-0.5234156073655547;0.07309512989808252;0.9973249731081552;-0.9192859697186123;-0.3935902766564623;0.7721565844991612;-0.6354323008901811;0.2093146459630529;0.9778483415056559;-0.9646141756912455;-0.2636654927279996;0.6776147890466858;-0.7354170229639884;0.3415707691678626;0.9398560579418929;-0.9916773198992905;-0.128748177452577
245;2223;1.0;-0.5123714121284236;0.858763958275803;-0.4749510720670502;-0.8800122039735356;0.99907411510223;0.04302223300453067;-0.5488429582847194;0.8359254794186368;-0.4366512319560636;-0.8996308696522435;0.9962981749346077;0.08596479873744685;-0.5842981736283688;0.8115390590073608;-0.3975428142825554;-0.9175836260593939;0.99167731989929;0.12874817745258135;-0.6186714032625039;0.785649855078714;-0.3576982388331248;-0.9338372288229254;0.9852201067560605;0.17129314418147834;-0.6518989958787131;0.758305808478562;-0.31719128858910517;-0.9483615800121719;0.9769384927771815;0.21352091543979698;-0.6839194216246113;0.7295575540864868;-0.2760969730974678;-0.9611297838723011;0.9668478136052773;0.25535329511618815;-0.7146733860429618;0.6994583270516462;-0.2344913895704085;-0.9721181966290616
